Chart,Alert_ID,Tool,Resource,Query,Original_YAML
umsapp,CONTAINERS_MISSING_IMAGE_VALUE_VERSION,datree,"['Pod/umsapp-test-connection', '/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because ensure each container image has a pinned (tag) version. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'umsapp-test-connection', 'labels': {'helm.sh/chart': 'umsapp-1.0.0', 'app.kubernetes.io/name': 'umsapp', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/version': '1.0.0', 'app.kubernetes.io/managed-by': 'Helm'}, 'annotations': {'helm.sh/hook': 'test'}}, 'spec': {'containers': [{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['umsapp:8080']}], 'restartPolicy': 'Never'}}"
umsapp,CONTAINERS_MISSING_LIVENESSPROBE_KEY,datree,"['Deployment/umsapp', '/spec/template/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Deployment YAML resource because ensure each container has a configured liveness probe. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'umsapp', 'labels': {'helm.sh/chart': 'umsapp-1.0.0', 'app.kubernetes.io/name': 'umsapp', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/version': '1.0.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app.kubernetes.io/name': 'umsapp', 'app.kubernetes.io/instance': 'umsapp'}}, 'template': {'metadata': {'labels': {'app.kubernetes.io/name': 'umsapp', 'app.kubernetes.io/instance': 'umsapp'}}, 'spec': {'serviceAccountName': 'umsapp', 'securityContext': {}, 'initContainers': [{'name': 'init-db', 'image': 'busybox:1.31', 'command': ['sh', '-c', 'echo -e ""Checking for the availability of MySQL Server deployment""; while ! nc -z umsapp-mysql 3306; do sleep 1; printf ""-""; done; echo -e ""  >> MySQL DB Server has started"";']}], 'containers': [{'name': 'umsapp', 'securityContext': {}, 'image': 'ghcr.io/stacksimplify/kube-usermgmt-webapp:1.0.0-mysqldb', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 8080, 'protocol': 'TCP'}], 'env': [{'name': 'DB_HOSTNAME', 'value': 'umsapp-mysql'}, {'name': 'DB_PORT', 'value': '3306'}, {'name': 'DB_NAME', 'value': 'webappdb'}, {'name': 'DB_USERNAME', 'value': 'root'}, {'name': 'DB_PASSWORD', 'value': 'dbpassword11'}], 'resources': {}}]}}}}"
umsapp,CONTAINERS_MISSING_LIVENESSPROBE_KEY,datree,"['Pod/umsapp-test-connection', '/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because ensure each container has a configured liveness probe. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'umsapp-test-connection', 'labels': {'helm.sh/chart': 'umsapp-1.0.0', 'app.kubernetes.io/name': 'umsapp', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/version': '1.0.0', 'app.kubernetes.io/managed-by': 'Helm'}, 'annotations': {'helm.sh/hook': 'test'}}, 'spec': {'containers': [{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['umsapp:8080']}], 'restartPolicy': 'Never'}}"
umsapp,CONTAINERS_MISSING_READINESSPROBE_KEY,datree,"['Deployment/umsapp', '/spec/template/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Deployment YAML resource because ensure each container has a configured readiness probe. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'umsapp', 'labels': {'helm.sh/chart': 'umsapp-1.0.0', 'app.kubernetes.io/name': 'umsapp', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/version': '1.0.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app.kubernetes.io/name': 'umsapp', 'app.kubernetes.io/instance': 'umsapp'}}, 'template': {'metadata': {'labels': {'app.kubernetes.io/name': 'umsapp', 'app.kubernetes.io/instance': 'umsapp'}}, 'spec': {'serviceAccountName': 'umsapp', 'securityContext': {}, 'initContainers': [{'name': 'init-db', 'image': 'busybox:1.31', 'command': ['sh', '-c', 'echo -e ""Checking for the availability of MySQL Server deployment""; while ! nc -z umsapp-mysql 3306; do sleep 1; printf ""-""; done; echo -e ""  >> MySQL DB Server has started"";']}], 'containers': [{'name': 'umsapp', 'securityContext': {}, 'image': 'ghcr.io/stacksimplify/kube-usermgmt-webapp:1.0.0-mysqldb', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 8080, 'protocol': 'TCP'}], 'env': [{'name': 'DB_HOSTNAME', 'value': 'umsapp-mysql'}, {'name': 'DB_PORT', 'value': '3306'}, {'name': 'DB_NAME', 'value': 'webappdb'}, {'name': 'DB_USERNAME', 'value': 'root'}, {'name': 'DB_PASSWORD', 'value': 'dbpassword11'}], 'resources': {}}]}}}}"
umsapp,CONTAINERS_MISSING_READINESSPROBE_KEY,datree,"['Pod/umsapp-test-connection', '/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because ensure each container has a configured readiness probe. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'umsapp-test-connection', 'labels': {'helm.sh/chart': 'umsapp-1.0.0', 'app.kubernetes.io/name': 'umsapp', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/version': '1.0.0', 'app.kubernetes.io/managed-by': 'Helm'}, 'annotations': {'helm.sh/hook': 'test'}}, 'spec': {'containers': [{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['umsapp:8080']}], 'restartPolicy': 'Never'}}"
umsapp,CONTAINERS_MISSING_MEMORY_REQUEST_KEY,datree,"['Deployment/umsapp', '/spec/template/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Deployment YAML resource because ensure each container has a configured memory request. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'umsapp', 'labels': {'helm.sh/chart': 'umsapp-1.0.0', 'app.kubernetes.io/name': 'umsapp', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/version': '1.0.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app.kubernetes.io/name': 'umsapp', 'app.kubernetes.io/instance': 'umsapp'}}, 'template': {'metadata': {'labels': {'app.kubernetes.io/name': 'umsapp', 'app.kubernetes.io/instance': 'umsapp'}}, 'spec': {'serviceAccountName': 'umsapp', 'securityContext': {}, 'initContainers': [{'name': 'init-db', 'image': 'busybox:1.31', 'command': ['sh', '-c', 'echo -e ""Checking for the availability of MySQL Server deployment""; while ! nc -z umsapp-mysql 3306; do sleep 1; printf ""-""; done; echo -e ""  >> MySQL DB Server has started"";']}], 'containers': [{'name': 'umsapp', 'securityContext': {}, 'image': 'ghcr.io/stacksimplify/kube-usermgmt-webapp:1.0.0-mysqldb', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 8080, 'protocol': 'TCP'}], 'env': [{'name': 'DB_HOSTNAME', 'value': 'umsapp-mysql'}, {'name': 'DB_PORT', 'value': '3306'}, {'name': 'DB_NAME', 'value': 'webappdb'}, {'name': 'DB_USERNAME', 'value': 'root'}, {'name': 'DB_PASSWORD', 'value': 'dbpassword11'}], 'resources': {}}]}}}}"
umsapp,CONTAINERS_MISSING_MEMORY_REQUEST_KEY,datree,"['StatefulSet/umsapp-mysql', '/spec/template/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following StatefulSet YAML resource because ensure each container has a configured memory request. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'apps/v1', 'kind': 'StatefulSet', 'metadata': {'name': 'umsapp-mysql', 'namespace': 'default', 'labels': {'app.kubernetes.io/name': 'mysql', 'helm.sh/chart': 'mysql-9.10.8', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/managed-by': 'Helm', 'app.kubernetes.io/component': 'primary'}}, 'spec': {'replicas': 1, 'podManagementPolicy': '', 'selector': {'matchLabels': {'app.kubernetes.io/name': 'mysql', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/component': 'primary'}}, 'serviceName': 'umsapp-mysql', 'updateStrategy': {'type': 'RollingUpdate'}, 'template': {'metadata': {'annotations': {'checksum/configuration': '7a71e10e53e9bb10b3df05dfa4e37dec044a2885b27bcb68d501dcb0f36c1849'}, 'labels': {'app.kubernetes.io/name': 'mysql', 'helm.sh/chart': 'mysql-9.10.8', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/managed-by': 'Helm', 'app.kubernetes.io/component': 'primary'}}, 'spec': {'serviceAccountName': 'umsapp-mysql', 'affinity': {'podAffinity': None, 'podAntiAffinity': {'preferredDuringSchedulingIgnoredDuringExecution': [{'podAffinityTerm': {'labelSelector': {'matchLabels': {'app.kubernetes.io/name': 'mysql', 'app.kubernetes.io/instance': 'umsapp'}}, 'topologyKey': 'kubernetes.io/hostname'}, 'weight': 1}]}, 'nodeAffinity': None}, 'securityContext': {'fsGroup': 1001}, 'initContainers': None, 'containers': [{'name': 'mysql', 'image': 'docker.io/bitnami/mysql:8.0.34-debian-11-r4', 'imagePullPolicy': 'IfNotPresent', 'securityContext': {'runAsNonRoot': True, 'runAsUser': 1001}, 'env': [{'name': 'BITNAMI_DEBUG', 'value': 'false'}, {'name': 'MYSQL_ROOT_PASSWORD', 'valueFrom': {'secretKeyRef': {'name': 'umsapp-mysql', 'key': 'mysql-root-password'}}}, {'name': 'MYSQL_DATABASE', 'value': 'webappdb'}], 'envFrom': None, 'ports': [{'name': 'mysql', 'containerPort': 3306}], 'livenessProbe': {'failureThreshold': 3, 'initialDelaySeconds': 5, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'readinessProbe': {'failureThreshold': 3, 'initialDelaySeconds': 5, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'startupProbe': {'failureThreshold': 10, 'initialDelaySeconds': 15, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'resources': {'limits': {}, 'requests': {}}, 'volumeMounts': [{'name': 'data', 'mountPath': '/bitnami/mysql'}, {'name': 'config', 'mountPath': '/opt/bitnami/mysql/conf/my.cnf', 'subPath': 'my.cnf'}]}], 'volumes': [{'name': 'config', 'configMap': {'name': 'umsapp-mysql'}}]}}, 'volumeClaimTemplates': [{'metadata': {'name': 'data', 'labels': {'app.kubernetes.io/name': 'mysql', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/component': 'primary'}, 'annotations': None}, 'spec': {'accessModes': ['ReadWriteOnce'], 'resources': {'requests': {'storage': '8Gi'}}}}]}}"
umsapp,CONTAINERS_MISSING_MEMORY_REQUEST_KEY,datree,"['Pod/umsapp-test-connection', '/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because ensure each container has a configured memory request. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'umsapp-test-connection', 'labels': {'helm.sh/chart': 'umsapp-1.0.0', 'app.kubernetes.io/name': 'umsapp', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/version': '1.0.0', 'app.kubernetes.io/managed-by': 'Helm'}, 'annotations': {'helm.sh/hook': 'test'}}, 'spec': {'containers': [{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['umsapp:8080']}], 'restartPolicy': 'Never'}}"
umsapp,CONTAINERS_INCORRECT_READONLYROOTFILESYSTEM_VALUE,datree,"['Deployment/umsapp', '/spec/template/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Deployment YAML resource because ensure each container has a read-only root filesystem. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'umsapp', 'labels': {'helm.sh/chart': 'umsapp-1.0.0', 'app.kubernetes.io/name': 'umsapp', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/version': '1.0.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app.kubernetes.io/name': 'umsapp', 'app.kubernetes.io/instance': 'umsapp'}}, 'template': {'metadata': {'labels': {'app.kubernetes.io/name': 'umsapp', 'app.kubernetes.io/instance': 'umsapp'}}, 'spec': {'serviceAccountName': 'umsapp', 'securityContext': {}, 'initContainers': [{'name': 'init-db', 'image': 'busybox:1.31', 'command': ['sh', '-c', 'echo -e ""Checking for the availability of MySQL Server deployment""; while ! nc -z umsapp-mysql 3306; do sleep 1; printf ""-""; done; echo -e ""  >> MySQL DB Server has started"";']}], 'containers': [{'name': 'umsapp', 'securityContext': {}, 'image': 'ghcr.io/stacksimplify/kube-usermgmt-webapp:1.0.0-mysqldb', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 8080, 'protocol': 'TCP'}], 'env': [{'name': 'DB_HOSTNAME', 'value': 'umsapp-mysql'}, {'name': 'DB_PORT', 'value': '3306'}, {'name': 'DB_NAME', 'value': 'webappdb'}, {'name': 'DB_USERNAME', 'value': 'root'}, {'name': 'DB_PASSWORD', 'value': 'dbpassword11'}], 'resources': {}}]}}}}"
umsapp,CONTAINERS_INCORRECT_READONLYROOTFILESYSTEM_VALUE,datree,"['StatefulSet/umsapp-mysql', '/spec/template/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following StatefulSet YAML resource because ensure each container has a read-only root filesystem. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'apps/v1', 'kind': 'StatefulSet', 'metadata': {'name': 'umsapp-mysql', 'namespace': 'default', 'labels': {'app.kubernetes.io/name': 'mysql', 'helm.sh/chart': 'mysql-9.10.8', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/managed-by': 'Helm', 'app.kubernetes.io/component': 'primary'}}, 'spec': {'replicas': 1, 'podManagementPolicy': '', 'selector': {'matchLabels': {'app.kubernetes.io/name': 'mysql', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/component': 'primary'}}, 'serviceName': 'umsapp-mysql', 'updateStrategy': {'type': 'RollingUpdate'}, 'template': {'metadata': {'annotations': {'checksum/configuration': '7a71e10e53e9bb10b3df05dfa4e37dec044a2885b27bcb68d501dcb0f36c1849'}, 'labels': {'app.kubernetes.io/name': 'mysql', 'helm.sh/chart': 'mysql-9.10.8', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/managed-by': 'Helm', 'app.kubernetes.io/component': 'primary'}}, 'spec': {'serviceAccountName': 'umsapp-mysql', 'affinity': {'podAffinity': None, 'podAntiAffinity': {'preferredDuringSchedulingIgnoredDuringExecution': [{'podAffinityTerm': {'labelSelector': {'matchLabels': {'app.kubernetes.io/name': 'mysql', 'app.kubernetes.io/instance': 'umsapp'}}, 'topologyKey': 'kubernetes.io/hostname'}, 'weight': 1}]}, 'nodeAffinity': None}, 'securityContext': {'fsGroup': 1001}, 'initContainers': None, 'containers': [{'name': 'mysql', 'image': 'docker.io/bitnami/mysql:8.0.34-debian-11-r4', 'imagePullPolicy': 'IfNotPresent', 'securityContext': {'runAsNonRoot': True, 'runAsUser': 1001}, 'env': [{'name': 'BITNAMI_DEBUG', 'value': 'false'}, {'name': 'MYSQL_ROOT_PASSWORD', 'valueFrom': {'secretKeyRef': {'name': 'umsapp-mysql', 'key': 'mysql-root-password'}}}, {'name': 'MYSQL_DATABASE', 'value': 'webappdb'}], 'envFrom': None, 'ports': [{'name': 'mysql', 'containerPort': 3306}], 'livenessProbe': {'failureThreshold': 3, 'initialDelaySeconds': 5, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'readinessProbe': {'failureThreshold': 3, 'initialDelaySeconds': 5, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'startupProbe': {'failureThreshold': 10, 'initialDelaySeconds': 15, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'resources': {'limits': {}, 'requests': {}}, 'volumeMounts': [{'name': 'data', 'mountPath': '/bitnami/mysql'}, {'name': 'config', 'mountPath': '/opt/bitnami/mysql/conf/my.cnf', 'subPath': 'my.cnf'}]}], 'volumes': [{'name': 'config', 'configMap': {'name': 'umsapp-mysql'}}]}}, 'volumeClaimTemplates': [{'metadata': {'name': 'data', 'labels': {'app.kubernetes.io/name': 'mysql', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/component': 'primary'}, 'annotations': None}, 'spec': {'accessModes': ['ReadWriteOnce'], 'resources': {'requests': {'storage': '8Gi'}}}}]}}"
umsapp,CONTAINERS_INCORRECT_READONLYROOTFILESYSTEM_VALUE,datree,"['Pod/umsapp-test-connection', '/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because ensure each container has a read-only root filesystem. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'umsapp-test-connection', 'labels': {'helm.sh/chart': 'umsapp-1.0.0', 'app.kubernetes.io/name': 'umsapp', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/version': '1.0.0', 'app.kubernetes.io/managed-by': 'Helm'}, 'annotations': {'helm.sh/hook': 'test'}}, 'spec': {'containers': [{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['umsapp:8080']}], 'restartPolicy': 'Never'}}"
umsapp,WORKLOAD_INCORRECT_NAMESPACE_VALUE_DEFAULT,datree,"['StatefulSet/umsapp-mysql', '/metadata']","You are a software engineer working on a Kubernetes project. You need to refactor the following StatefulSet YAML resource because prevent workload from using the default namespace. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'apps/v1', 'kind': 'StatefulSet', 'metadata': {'name': 'umsapp-mysql', 'namespace': 'default', 'labels': {'app.kubernetes.io/name': 'mysql', 'helm.sh/chart': 'mysql-9.10.8', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/managed-by': 'Helm', 'app.kubernetes.io/component': 'primary'}}, 'spec': {'replicas': 1, 'podManagementPolicy': '', 'selector': {'matchLabels': {'app.kubernetes.io/name': 'mysql', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/component': 'primary'}}, 'serviceName': 'umsapp-mysql', 'updateStrategy': {'type': 'RollingUpdate'}, 'template': {'metadata': {'annotations': {'checksum/configuration': '7a71e10e53e9bb10b3df05dfa4e37dec044a2885b27bcb68d501dcb0f36c1849'}, 'labels': {'app.kubernetes.io/name': 'mysql', 'helm.sh/chart': 'mysql-9.10.8', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/managed-by': 'Helm', 'app.kubernetes.io/component': 'primary'}}, 'spec': {'serviceAccountName': 'umsapp-mysql', 'affinity': {'podAffinity': None, 'podAntiAffinity': {'preferredDuringSchedulingIgnoredDuringExecution': [{'podAffinityTerm': {'labelSelector': {'matchLabels': {'app.kubernetes.io/name': 'mysql', 'app.kubernetes.io/instance': 'umsapp'}}, 'topologyKey': 'kubernetes.io/hostname'}, 'weight': 1}]}, 'nodeAffinity': None}, 'securityContext': {'fsGroup': 1001}, 'initContainers': None, 'containers': [{'name': 'mysql', 'image': 'docker.io/bitnami/mysql:8.0.34-debian-11-r4', 'imagePullPolicy': 'IfNotPresent', 'securityContext': {'runAsNonRoot': True, 'runAsUser': 1001}, 'env': [{'name': 'BITNAMI_DEBUG', 'value': 'false'}, {'name': 'MYSQL_ROOT_PASSWORD', 'valueFrom': {'secretKeyRef': {'name': 'umsapp-mysql', 'key': 'mysql-root-password'}}}, {'name': 'MYSQL_DATABASE', 'value': 'webappdb'}], 'envFrom': None, 'ports': [{'name': 'mysql', 'containerPort': 3306}], 'livenessProbe': {'failureThreshold': 3, 'initialDelaySeconds': 5, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'readinessProbe': {'failureThreshold': 3, 'initialDelaySeconds': 5, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'startupProbe': {'failureThreshold': 10, 'initialDelaySeconds': 15, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'resources': {'limits': {}, 'requests': {}}, 'volumeMounts': [{'name': 'data', 'mountPath': '/bitnami/mysql'}, {'name': 'config', 'mountPath': '/opt/bitnami/mysql/conf/my.cnf', 'subPath': 'my.cnf'}]}], 'volumes': [{'name': 'config', 'configMap': {'name': 'umsapp-mysql'}}]}}, 'volumeClaimTemplates': [{'metadata': {'name': 'data', 'labels': {'app.kubernetes.io/name': 'mysql', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/component': 'primary'}, 'annotations': None}, 'spec': {'accessModes': ['ReadWriteOnce'], 'resources': {'requests': {'storage': '8Gi'}}}}]}}"
