Chart,Tool,Alert_ID,Standard_ID,CIS_Cluster,Description,Resource,Original_YAML,Characters
myfirstchart,datree,CONTAINERS_MISSING_MEMORY_LIMIT_KEY,check_2,N/A,Ensure each container has a configured memory limit,"['Deployment/myfirstchart', '/spec/template/spec/containers/0']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'myfirstchart', 'labels': {'helm.sh/chart': 'myfirstchart-0.2.0', 'app.kubernetes.io/name': 'myfirstchart', 'app.kubernetes.io/instance': 'myfirstchart', 'app.kubernetes.io/version': '0.2.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app.kubernetes.io/name': 'myfirstchart', 'app.kubernetes.io/instance': 'myfirstchart'}}, 'template': {'metadata': {'labels': {'app.kubernetes.io/name': 'myfirstchart', 'app.kubernetes.io/instance': 'myfirstchart'}}, 'spec': {'securityContext': {}, 'containers': [{'name': 'myfirstchart', 'securityContext': {}, 'image': 'ghcr.io/stacksimplify/kubenginxhelm:0.2.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}]}}}}",970
myfirstchart,datree,CONTAINERS_INCORRECT_READONLYROOTFILESYSTEM_VALUE,check_27,N/A,Ensure each container has a read-only root filesystem,"['Deployment/myfirstchart', '/spec/template/spec/containers/0']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'myfirstchart', 'labels': {'helm.sh/chart': 'myfirstchart-0.2.0', 'app.kubernetes.io/name': 'myfirstchart', 'app.kubernetes.io/instance': 'myfirstchart', 'app.kubernetes.io/version': '0.2.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app.kubernetes.io/name': 'myfirstchart', 'app.kubernetes.io/instance': 'myfirstchart'}}, 'template': {'metadata': {'labels': {'app.kubernetes.io/name': 'myfirstchart', 'app.kubernetes.io/instance': 'myfirstchart'}}, 'spec': {'securityContext': {}, 'containers': [{'name': 'myfirstchart', 'securityContext': {}, 'image': 'ghcr.io/stacksimplify/kubenginxhelm:0.2.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}]}}}}",970
myfirstchart,datree,CONTAINERS_MISSING_KEY_ALLOWPRIVILEGEESCALATION,check_22,Pod Security Policy,Prevent containers from escalating privileges,"['Deployment/myfirstchart', '/spec/template/spec/containers/0']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'myfirstchart', 'labels': {'helm.sh/chart': 'myfirstchart-0.2.0', 'app.kubernetes.io/name': 'myfirstchart', 'app.kubernetes.io/instance': 'myfirstchart', 'app.kubernetes.io/version': '0.2.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app.kubernetes.io/name': 'myfirstchart', 'app.kubernetes.io/instance': 'myfirstchart'}}, 'template': {'metadata': {'labels': {'app.kubernetes.io/name': 'myfirstchart', 'app.kubernetes.io/instance': 'myfirstchart'}}, 'spec': {'securityContext': {}, 'containers': [{'name': 'myfirstchart', 'securityContext': {}, 'image': 'ghcr.io/stacksimplify/kubenginxhelm:0.2.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}]}}}}",970
myfirstchart,datree,DEPLOYMENT_INCORRECT_REPLICAS_VALUE,check_45,N/A,Ensure Deployment has more than one replica configured,"['Deployment/myfirstchart', '/spec']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'myfirstchart', 'labels': {'helm.sh/chart': 'myfirstchart-0.2.0', 'app.kubernetes.io/name': 'myfirstchart', 'app.kubernetes.io/instance': 'myfirstchart', 'app.kubernetes.io/version': '0.2.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app.kubernetes.io/name': 'myfirstchart', 'app.kubernetes.io/instance': 'myfirstchart'}}, 'template': {'metadata': {'labels': {'app.kubernetes.io/name': 'myfirstchart', 'app.kubernetes.io/instance': 'myfirstchart'}}, 'spec': {'securityContext': {}, 'containers': [{'name': 'myfirstchart', 'securityContext': {}, 'image': 'ghcr.io/stacksimplify/kubenginxhelm:0.2.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}]}}}}",970
traefik-hub,datree,CONTAINERS_MISSING_MEMORY_LIMIT_KEY,check_2,N/A,Ensure each container has a configured memory limit,"['Deployment/traefik-hub', '/spec/template/spec/containers/0']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'traefik-hub', 'namespace': 'default', 'labels': {'app.kubernetes.io/name': 'traefik-hub', 'app.kubernetes.io/instance': 'traefik-hub-default', 'helm.sh/chart': 'traefik-hub-4.2.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'selector': {'matchLabels': {'app.kubernetes.io/name': 'traefik-hub', 'app.kubernetes.io/instance': 'traefik-hub-default'}}, 'strategy': {'rollingUpdate': {'maxSurge': 1, 'maxUnavailable': 0}, 'type': 'RollingUpdate'}, 'minReadySeconds': 0, 'template': {'metadata': {'annotations': {'prometheus.io/scrape': 'true', 'prometheus.io/path': '/metrics', 'prometheus.io/port': '9100'}, 'labels': {'app.kubernetes.io/name': 'traefik-hub', 'app.kubernetes.io/instance': 'traefik-hub-default', 'helm.sh/chart': 'traefik-hub-4.2.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'serviceAccountName': 'traefik-hub', 'affinity': {'podAntiAffinity': {'preferredDuringSchedulingIgnoredDuringExecution': [{'weight': 100, 'podAffinityTerm': {'labelSelector': {'matchExpressions': [{'key': 'name', 'operator': 'In', 'values': ['traefik']}]}, 'topologyKey': 'kubernetes.io/hostname'}}]}}, 'topologySpreadConstraints': [{'maxSkew': 2, 'topologyKey': 'topology.kubernetes.io/zone', 'whenUnsatisfiable': 'ScheduleAnyway', 'labelSelector': {'matchLabels': {'app.kubernetes.io/name': 'traefik-hub', 'app.kubernetes.io/instance': 'traefik-hub-default'}}}], 'terminationGracePeriodSeconds': 30, 'hostNetwork': False, 'priorityClassName': None, 'automountServiceAccountToken': True, 'containers': [{'image': 'ghcr.io/traefik/traefik-hub:v2.11.0', 'imagePullPolicy': 'IfNotPresent', 'name': 'traefik', 'args': ['ic', '--entrypoints.metrics.address=:9100', '--entrypoints.traefik.address=:9000', '--entrypoints.web.address=:8000', '--entrypoints.websecure.address=:8443', '--entrypoints.websecure.http.tls=true', '--hub.admission.listenAddr=:7500', '--hub.token=$(HUB_TOKEN)', '--metrics.prometheus.entryPoint=metrics', '--ping.entrypoint=traefik', '--providers.kubernetescrd.allowCrossNamespace=true', '--providers.kubernetescrd.allowEmptyServices=true', '--providers.kubernetescrd.allowExternalNameServices=true', '--providers.kubernetesingress.allowEmptyServices=true', '--providers.kubernetesingress.allowExternalNameServices=true'], 'env': [{'name': 'HUB_TOKEN', 'valueFrom': {'secretKeyRef': {'name': 'hub-agent-token', 'key': 'token'}}}, {'name': 'POD_NAME', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.name'}}}, {'name': 'POD_NAMESPACE', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.namespace'}}}], 'readinessProbe': {'httpGet': {'path': '/ping', 'port': 9000, 'scheme': 'HTTP'}, 'failureThreshold': 1, 'initialDelaySeconds': 2, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 2}, 'livenessProbe': {'httpGet': {'path': '/ping', 'port': 9000, 'scheme': 'HTTP'}, 'failureThreshold': 3, 'initialDelaySeconds': 2, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 2}, 'ports': [{'name': 'admission', 'containerPort': 7500, 'protocol': 'TCP'}, {'name': 'web', 'containerPort': 8000, 'protocol': 'TCP'}, {'name': 'websecure', 'containerPort': 8443, 'protocol': 'TCP'}, {'name': 'traefik', 'containerPort': 9000, 'protocol': 'TCP'}, {'name': 'metrics', 'containerPort': 9100, 'protocol': 'TCP'}], 'securityContext': {'allowPrivilegeEscalation': False, 'capabilities': {'drop': ['ALL']}, 'readOnlyRootFilesystem': True, 'runAsGroup': 65532, 'runAsNonRoot': True, 'runAsUser': 65532, 'seccompProfile': {'type': 'RuntimeDefault'}}, 'volumeMounts': [{'name': 'data', 'mountPath': '/var/lib/traefik'}, {'name': 'tmp', 'mountPath': '/tmp'}]}], 'securityContext': {'fsGroup': 65532}, 'volumes': [{'name': 'data', 'emptyDir': {}}, {'name': 'tmp', 'emptyDir': {}}]}}}}",3777
traefik-hub,datree,WORKLOAD_INCORRECT_NAMESPACE_VALUE_DEFAULT,check_26,General Policies,Prevent workload from using the default namespace,"['Deployment/traefik-hub', '/metadata']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'traefik-hub', 'namespace': 'default', 'labels': {'app.kubernetes.io/name': 'traefik-hub', 'app.kubernetes.io/instance': 'traefik-hub-default', 'helm.sh/chart': 'traefik-hub-4.2.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'selector': {'matchLabels': {'app.kubernetes.io/name': 'traefik-hub', 'app.kubernetes.io/instance': 'traefik-hub-default'}}, 'strategy': {'rollingUpdate': {'maxSurge': 1, 'maxUnavailable': 0}, 'type': 'RollingUpdate'}, 'minReadySeconds': 0, 'template': {'metadata': {'annotations': {'prometheus.io/scrape': 'true', 'prometheus.io/path': '/metrics', 'prometheus.io/port': '9100'}, 'labels': {'app.kubernetes.io/name': 'traefik-hub', 'app.kubernetes.io/instance': 'traefik-hub-default', 'helm.sh/chart': 'traefik-hub-4.2.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'serviceAccountName': 'traefik-hub', 'affinity': {'podAntiAffinity': {'preferredDuringSchedulingIgnoredDuringExecution': [{'weight': 100, 'podAffinityTerm': {'labelSelector': {'matchExpressions': [{'key': 'name', 'operator': 'In', 'values': ['traefik']}]}, 'topologyKey': 'kubernetes.io/hostname'}}]}}, 'topologySpreadConstraints': [{'maxSkew': 2, 'topologyKey': 'topology.kubernetes.io/zone', 'whenUnsatisfiable': 'ScheduleAnyway', 'labelSelector': {'matchLabels': {'app.kubernetes.io/name': 'traefik-hub', 'app.kubernetes.io/instance': 'traefik-hub-default'}}}], 'terminationGracePeriodSeconds': 30, 'hostNetwork': False, 'priorityClassName': None, 'automountServiceAccountToken': True, 'containers': [{'image': 'ghcr.io/traefik/traefik-hub:v2.11.0', 'imagePullPolicy': 'IfNotPresent', 'name': 'traefik', 'args': ['ic', '--entrypoints.metrics.address=:9100', '--entrypoints.traefik.address=:9000', '--entrypoints.web.address=:8000', '--entrypoints.websecure.address=:8443', '--entrypoints.websecure.http.tls=true', '--hub.admission.listenAddr=:7500', '--hub.token=$(HUB_TOKEN)', '--metrics.prometheus.entryPoint=metrics', '--ping.entrypoint=traefik', '--providers.kubernetescrd.allowCrossNamespace=true', '--providers.kubernetescrd.allowEmptyServices=true', '--providers.kubernetescrd.allowExternalNameServices=true', '--providers.kubernetesingress.allowEmptyServices=true', '--providers.kubernetesingress.allowExternalNameServices=true'], 'env': [{'name': 'HUB_TOKEN', 'valueFrom': {'secretKeyRef': {'name': 'hub-agent-token', 'key': 'token'}}}, {'name': 'POD_NAME', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.name'}}}, {'name': 'POD_NAMESPACE', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.namespace'}}}], 'readinessProbe': {'httpGet': {'path': '/ping', 'port': 9000, 'scheme': 'HTTP'}, 'failureThreshold': 1, 'initialDelaySeconds': 2, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 2}, 'livenessProbe': {'httpGet': {'path': '/ping', 'port': 9000, 'scheme': 'HTTP'}, 'failureThreshold': 3, 'initialDelaySeconds': 2, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 2}, 'ports': [{'name': 'admission', 'containerPort': 7500, 'protocol': 'TCP'}, {'name': 'web', 'containerPort': 8000, 'protocol': 'TCP'}, {'name': 'websecure', 'containerPort': 8443, 'protocol': 'TCP'}, {'name': 'traefik', 'containerPort': 9000, 'protocol': 'TCP'}, {'name': 'metrics', 'containerPort': 9100, 'protocol': 'TCP'}], 'securityContext': {'allowPrivilegeEscalation': False, 'capabilities': {'drop': ['ALL']}, 'readOnlyRootFilesystem': True, 'runAsGroup': 65532, 'runAsNonRoot': True, 'runAsUser': 65532, 'seccompProfile': {'type': 'RuntimeDefault'}}, 'volumeMounts': [{'name': 'data', 'mountPath': '/var/lib/traefik'}, {'name': 'tmp', 'mountPath': '/tmp'}]}], 'securityContext': {'fsGroup': 65532}, 'volumes': [{'name': 'data', 'emptyDir': {}}, {'name': 'tmp', 'emptyDir': {}}]}}}}",3777
traefik-hub,datree,CONTAINERS_MISSING_MEMORY_REQUEST_KEY,check_1,N/A,Ensure each container has a configured memory request,"['Deployment/traefik-hub', '/spec/template/spec/containers/0']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'traefik-hub', 'namespace': 'default', 'labels': {'app.kubernetes.io/name': 'traefik-hub', 'app.kubernetes.io/instance': 'traefik-hub-default', 'helm.sh/chart': 'traefik-hub-4.2.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'selector': {'matchLabels': {'app.kubernetes.io/name': 'traefik-hub', 'app.kubernetes.io/instance': 'traefik-hub-default'}}, 'strategy': {'rollingUpdate': {'maxSurge': 1, 'maxUnavailable': 0}, 'type': 'RollingUpdate'}, 'minReadySeconds': 0, 'template': {'metadata': {'annotations': {'prometheus.io/scrape': 'true', 'prometheus.io/path': '/metrics', 'prometheus.io/port': '9100'}, 'labels': {'app.kubernetes.io/name': 'traefik-hub', 'app.kubernetes.io/instance': 'traefik-hub-default', 'helm.sh/chart': 'traefik-hub-4.2.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'serviceAccountName': 'traefik-hub', 'affinity': {'podAntiAffinity': {'preferredDuringSchedulingIgnoredDuringExecution': [{'weight': 100, 'podAffinityTerm': {'labelSelector': {'matchExpressions': [{'key': 'name', 'operator': 'In', 'values': ['traefik']}]}, 'topologyKey': 'kubernetes.io/hostname'}}]}}, 'topologySpreadConstraints': [{'maxSkew': 2, 'topologyKey': 'topology.kubernetes.io/zone', 'whenUnsatisfiable': 'ScheduleAnyway', 'labelSelector': {'matchLabels': {'app.kubernetes.io/name': 'traefik-hub', 'app.kubernetes.io/instance': 'traefik-hub-default'}}}], 'terminationGracePeriodSeconds': 30, 'hostNetwork': False, 'priorityClassName': None, 'automountServiceAccountToken': True, 'containers': [{'image': 'ghcr.io/traefik/traefik-hub:v2.11.0', 'imagePullPolicy': 'IfNotPresent', 'name': 'traefik', 'args': ['ic', '--entrypoints.metrics.address=:9100', '--entrypoints.traefik.address=:9000', '--entrypoints.web.address=:8000', '--entrypoints.websecure.address=:8443', '--entrypoints.websecure.http.tls=true', '--hub.admission.listenAddr=:7500', '--hub.token=$(HUB_TOKEN)', '--metrics.prometheus.entryPoint=metrics', '--ping.entrypoint=traefik', '--providers.kubernetescrd.allowCrossNamespace=true', '--providers.kubernetescrd.allowEmptyServices=true', '--providers.kubernetescrd.allowExternalNameServices=true', '--providers.kubernetesingress.allowEmptyServices=true', '--providers.kubernetesingress.allowExternalNameServices=true'], 'env': [{'name': 'HUB_TOKEN', 'valueFrom': {'secretKeyRef': {'name': 'hub-agent-token', 'key': 'token'}}}, {'name': 'POD_NAME', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.name'}}}, {'name': 'POD_NAMESPACE', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.namespace'}}}], 'readinessProbe': {'httpGet': {'path': '/ping', 'port': 9000, 'scheme': 'HTTP'}, 'failureThreshold': 1, 'initialDelaySeconds': 2, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 2}, 'livenessProbe': {'httpGet': {'path': '/ping', 'port': 9000, 'scheme': 'HTTP'}, 'failureThreshold': 3, 'initialDelaySeconds': 2, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 2}, 'ports': [{'name': 'admission', 'containerPort': 7500, 'protocol': 'TCP'}, {'name': 'web', 'containerPort': 8000, 'protocol': 'TCP'}, {'name': 'websecure', 'containerPort': 8443, 'protocol': 'TCP'}, {'name': 'traefik', 'containerPort': 9000, 'protocol': 'TCP'}, {'name': 'metrics', 'containerPort': 9100, 'protocol': 'TCP'}], 'securityContext': {'allowPrivilegeEscalation': False, 'capabilities': {'drop': ['ALL']}, 'readOnlyRootFilesystem': True, 'runAsGroup': 65532, 'runAsNonRoot': True, 'runAsUser': 65532, 'seccompProfile': {'type': 'RuntimeDefault'}}, 'volumeMounts': [{'name': 'data', 'mountPath': '/var/lib/traefik'}, {'name': 'tmp', 'mountPath': '/tmp'}]}], 'securityContext': {'fsGroup': 65532}, 'volumes': [{'name': 'data', 'emptyDir': {}}, {'name': 'tmp', 'emptyDir': {}}]}}}}",3777
ussigw-core,datree,CONTAINERS_MISSING_MEMORY_LIMIT_KEY,check_2,N/A,Ensure each container has a configured memory limit,"['Deployment/core', '/spec/template/spec/containers/0']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'core', 'labels': {'app': 'core'}}, 'spec': {'replicas': 4, 'selector': {'matchLabels': {'app': 'core'}}, 'template': {'metadata': {'labels': {'app': 'core'}}, 'spec': {'containers': [{'name': 'core', 'image': 'docker.io/gurolakman/ussigw-core:1.0.4', 'envFrom': [{'configMapRef': {'name': 'ussigw-core-configmap'}}], 'ports': [{'containerPort': 8098}], 'volumeMounts': [{'name': 'ussigw-core-properties', 'mountPath': '/space/ussigw/properties/core', 'readOnly': True}, {'name': 'ussigw-cdr', 'mountPath': '/space/ussigw/cdr', 'readOnly': False}, {'name': 'ussigw-es-cdr', 'mountPath': '/space/edr/ussigw/logstash-main/spill', 'readOnly': False}, {'name': 'ussigw-log', 'mountPath': '/space/ussigw/log', 'readOnly': False}, {'name': 'ussigw-core-data', 'mountPath': '/space/ussigw', 'readOnly': True}, {'name': 'ussigw-alarm', 'mountPath': '/space/ussigw/alarm', 'readOnly': False}]}], 'volumes': [{'name': 'ussigw-core-properties', 'configMap': {'name': 'ussigw-core-properties-configmap'}}, {'name': 'ussigw-cdr', 'persistentVolumeClaim': {'claimName': 'pvc-ussigw-core-cdr'}}, {'name': 'ussigw-es-cdr', 'persistentVolumeClaim': {'claimName': 'pvc-ussigw-core-es-cdr'}}, {'name': 'ussigw-log', 'persistentVolumeClaim': {'claimName': 'pvc-ussigw-core-log'}}, {'name': 'ussigw-core-data', 'configMap': {'name': 'ussigw-core-data-configmap'}}, {'name': 'ussigw-alarm', 'persistentVolumeClaim': {'claimName': 'pvc-ussigw-alarm'}}]}}}}",1502
ussigw-core,datree,CONTAINERS_MISSING_MEMORY_LIMIT_KEY,check_2,N/A,Ensure each container has a configured memory limit,"['Pod/dummy-test', '/spec/containers/0']","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'dummy-test', 'annotations': {'helm.sh/hook': 'test'}}, 'spec': {'containers': [{'name': 'echo', 'image': 'docker.io/gurolakman/ussigw-core:1.0.4', 'command': ['sleep'], 'args': ['30']}], 'restartPolicy': 'Never'}}",271
ussigw-core,datree,CONTAINERS_INCORRECT_READONLYROOTFILESYSTEM_VALUE,check_27,N/A,Ensure each container has a read-only root filesystem,"['Deployment/core', '/spec/template/spec/containers/0']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'core', 'labels': {'app': 'core'}}, 'spec': {'replicas': 4, 'selector': {'matchLabels': {'app': 'core'}}, 'template': {'metadata': {'labels': {'app': 'core'}}, 'spec': {'containers': [{'name': 'core', 'image': 'docker.io/gurolakman/ussigw-core:1.0.4', 'envFrom': [{'configMapRef': {'name': 'ussigw-core-configmap'}}], 'ports': [{'containerPort': 8098}], 'volumeMounts': [{'name': 'ussigw-core-properties', 'mountPath': '/space/ussigw/properties/core', 'readOnly': True}, {'name': 'ussigw-cdr', 'mountPath': '/space/ussigw/cdr', 'readOnly': False}, {'name': 'ussigw-es-cdr', 'mountPath': '/space/edr/ussigw/logstash-main/spill', 'readOnly': False}, {'name': 'ussigw-log', 'mountPath': '/space/ussigw/log', 'readOnly': False}, {'name': 'ussigw-core-data', 'mountPath': '/space/ussigw', 'readOnly': True}, {'name': 'ussigw-alarm', 'mountPath': '/space/ussigw/alarm', 'readOnly': False}]}], 'volumes': [{'name': 'ussigw-core-properties', 'configMap': {'name': 'ussigw-core-properties-configmap'}}, {'name': 'ussigw-cdr', 'persistentVolumeClaim': {'claimName': 'pvc-ussigw-core-cdr'}}, {'name': 'ussigw-es-cdr', 'persistentVolumeClaim': {'claimName': 'pvc-ussigw-core-es-cdr'}}, {'name': 'ussigw-log', 'persistentVolumeClaim': {'claimName': 'pvc-ussigw-core-log'}}, {'name': 'ussigw-core-data', 'configMap': {'name': 'ussigw-core-data-configmap'}}, {'name': 'ussigw-alarm', 'persistentVolumeClaim': {'claimName': 'pvc-ussigw-alarm'}}]}}}}",1502
ussigw-core,datree,CONTAINERS_INCORRECT_READONLYROOTFILESYSTEM_VALUE,check_27,N/A,Ensure each container has a read-only root filesystem,"['Pod/dummy-test', '/spec/containers/0']","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'dummy-test', 'annotations': {'helm.sh/hook': 'test'}}, 'spec': {'containers': [{'name': 'echo', 'image': 'docker.io/gurolakman/ussigw-core:1.0.4', 'command': ['sleep'], 'args': ['30']}], 'restartPolicy': 'Never'}}",271
ussigw-core,datree,CONTAINERS_MISSING_KEY_ALLOWPRIVILEGEESCALATION,check_22,Pod Security Policy,Prevent containers from escalating privileges,"['Deployment/core', '/spec/template/spec/containers/0']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'core', 'labels': {'app': 'core'}}, 'spec': {'replicas': 4, 'selector': {'matchLabels': {'app': 'core'}}, 'template': {'metadata': {'labels': {'app': 'core'}}, 'spec': {'containers': [{'name': 'core', 'image': 'docker.io/gurolakman/ussigw-core:1.0.4', 'envFrom': [{'configMapRef': {'name': 'ussigw-core-configmap'}}], 'ports': [{'containerPort': 8098}], 'volumeMounts': [{'name': 'ussigw-core-properties', 'mountPath': '/space/ussigw/properties/core', 'readOnly': True}, {'name': 'ussigw-cdr', 'mountPath': '/space/ussigw/cdr', 'readOnly': False}, {'name': 'ussigw-es-cdr', 'mountPath': '/space/edr/ussigw/logstash-main/spill', 'readOnly': False}, {'name': 'ussigw-log', 'mountPath': '/space/ussigw/log', 'readOnly': False}, {'name': 'ussigw-core-data', 'mountPath': '/space/ussigw', 'readOnly': True}, {'name': 'ussigw-alarm', 'mountPath': '/space/ussigw/alarm', 'readOnly': False}]}], 'volumes': [{'name': 'ussigw-core-properties', 'configMap': {'name': 'ussigw-core-properties-configmap'}}, {'name': 'ussigw-cdr', 'persistentVolumeClaim': {'claimName': 'pvc-ussigw-core-cdr'}}, {'name': 'ussigw-es-cdr', 'persistentVolumeClaim': {'claimName': 'pvc-ussigw-core-es-cdr'}}, {'name': 'ussigw-log', 'persistentVolumeClaim': {'claimName': 'pvc-ussigw-core-log'}}, {'name': 'ussigw-core-data', 'configMap': {'name': 'ussigw-core-data-configmap'}}, {'name': 'ussigw-alarm', 'persistentVolumeClaim': {'claimName': 'pvc-ussigw-alarm'}}]}}}}",1502
ussigw-core,datree,CONTAINERS_MISSING_KEY_ALLOWPRIVILEGEESCALATION,check_22,Pod Security Policy,Prevent containers from escalating privileges,"['Pod/dummy-test', '/spec/containers/0']","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'dummy-test', 'annotations': {'helm.sh/hook': 'test'}}, 'spec': {'containers': [{'name': 'echo', 'image': 'docker.io/gurolakman/ussigw-core:1.0.4', 'command': ['sleep'], 'args': ['30']}], 'restartPolicy': 'Never'}}",271
ussigw-core,datree,CONTAINERS_MISSING_MEMORY_REQUEST_KEY,check_1,N/A,Ensure each container has a configured memory request,"['Deployment/core', '/spec/template/spec/containers/0']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'core', 'labels': {'app': 'core'}}, 'spec': {'replicas': 4, 'selector': {'matchLabels': {'app': 'core'}}, 'template': {'metadata': {'labels': {'app': 'core'}}, 'spec': {'containers': [{'name': 'core', 'image': 'docker.io/gurolakman/ussigw-core:1.0.4', 'envFrom': [{'configMapRef': {'name': 'ussigw-core-configmap'}}], 'ports': [{'containerPort': 8098}], 'volumeMounts': [{'name': 'ussigw-core-properties', 'mountPath': '/space/ussigw/properties/core', 'readOnly': True}, {'name': 'ussigw-cdr', 'mountPath': '/space/ussigw/cdr', 'readOnly': False}, {'name': 'ussigw-es-cdr', 'mountPath': '/space/edr/ussigw/logstash-main/spill', 'readOnly': False}, {'name': 'ussigw-log', 'mountPath': '/space/ussigw/log', 'readOnly': False}, {'name': 'ussigw-core-data', 'mountPath': '/space/ussigw', 'readOnly': True}, {'name': 'ussigw-alarm', 'mountPath': '/space/ussigw/alarm', 'readOnly': False}]}], 'volumes': [{'name': 'ussigw-core-properties', 'configMap': {'name': 'ussigw-core-properties-configmap'}}, {'name': 'ussigw-cdr', 'persistentVolumeClaim': {'claimName': 'pvc-ussigw-core-cdr'}}, {'name': 'ussigw-es-cdr', 'persistentVolumeClaim': {'claimName': 'pvc-ussigw-core-es-cdr'}}, {'name': 'ussigw-log', 'persistentVolumeClaim': {'claimName': 'pvc-ussigw-core-log'}}, {'name': 'ussigw-core-data', 'configMap': {'name': 'ussigw-core-data-configmap'}}, {'name': 'ussigw-alarm', 'persistentVolumeClaim': {'claimName': 'pvc-ussigw-alarm'}}]}}}}",1502
ussigw-core,datree,CONTAINERS_MISSING_MEMORY_REQUEST_KEY,check_1,N/A,Ensure each container has a configured memory request,"['Pod/dummy-test', '/spec/containers/0']","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'dummy-test', 'annotations': {'helm.sh/hook': 'test'}}, 'spec': {'containers': [{'name': 'echo', 'image': 'docker.io/gurolakman/ussigw-core:1.0.4', 'command': ['sleep'], 'args': ['30']}], 'restartPolicy': 'Never'}}",271
